　どこで	生れたか
主人は	抛り込んだ
役にも	立たなかったのは
第三信に	かかる
第三信は	放っている
紅白のだんだらで、	認めてある
中から	出るかどうだか
我を以て	律すれば
道え、	ある
海鼠を	食い出せる
海鼠を	食える
苦沙弥先生の如きに	至っては
酢味噌を	食って
親友も	売るべし
父母も	あるべし
富貴は	たかるべし
爵禄は	失うべし
頭中に	秘蔵する
汝	するか
裡に	たのまんと
苦しまぎれに	捏造せる
糞の	凝結せる
酔漢漫りに	弄して、
油	尽きて
業	尽きて
よろしく御茶でも	上がれ
人を	思わざれば
人と	思わざる
人を	思わざるに於て
吾を	作す
任意に	作し来れ
人を	思う
此発作的活動を	名づけて
革命は	あらず
士が	好んで
依頼でないだけに	構えている
依頼ではないが	分りにくい
雑誌へ	出しても
手紙に	あると
間に	わからん
文章でも	解釈しようとすれば
馬鹿であると	云おうが、
犬であると	云っても
小町が	通らん
手紙でも	つければ
主人のように	知らぬ
グード・モーニングですかと	問われて
グード・モーニング流に	呑み込んだと
何でも	研究した
見識だ」と	賞賛した
一言でも	分るが、
主人は	有している
主人に	限った
馬鹿に	出来ない
それだから	係らず、
講義でも	わからん
主人が	敬服したのも
主旨が	存するか
急に	出て来たり、
主人が	尊敬する
気が	すまんから
ものを	わかった
——主人は	沈んでいる
　ところへ	「頼む頼む」と
迷亭のようだが、	頼んでいる
主人は	聞いているのだが
取次に	出るのは
下女は	出た
取次に	出べき
吾輩だって	出るのは
客人は	上り込んで来た
方へ	行ったなと
何を	しているんだ、
そこに	いるなら
考え事が	ある
云	えるだろう」
「せんだってから	力めているんだ
精神を	修養して
一人	来たんじゃないよ
御客さんを	連れて来たんだよ
「誰を	連れて来たんだい」
是非君に	逢いたいと
　主人は	這入り込んだ
床を	端坐して
主人は	片づけてしまった
あれへ」と	指して
主人は	心得ていたのだが、
年長者が	構えているのだから
挨拶さえ	出来ない
頭を	さげて
あれへ」と	向うの
「いやそれでは御挨拶が	出来かねますから、
あれへ」と	真似ている
御謙遜では	恐れ入る
手前が	痛み入る
「御謙遜では……	恐れますから……
迷亭君は	していたが、
唐紙へ	くっついては
遠慮せずに	出た
主人は	出る
「苦沙弥君	する
御目に	かかります、
爺さんとは	出会った
頭を	上げて
　老人は	出てこんのでな
今来て	見ると
変とは	申しながら、
赤十字などと	称する
御顔を	拝むなどと
わしも	出席するし、
久し振りで	するだけでも
今度	あるので
それだから	着ているのさ」と
なるほどフロックコートを	着ている
フロックコートは	着ているが
袖が	長過ぎて、
不恰好に	作ろうと
白襟が	なって、
襟飾りが	属しているのか、
フロックは	出来るが
鉄扇は	引きつけている
主人は	驚いた
話ほどではなかろうと	思っていたが、
あばたが	なるならば、
主人は	見たいと
人が	出ましたろう」と
人で、	見るので——
老人らしい事を	云う
主人が	知っ
頭脳から	流れ出す
皆	着けるので」
「苦沙弥君、	見た
伯父さん	持たして
老人は	渡す
黒谷で	戴くような
「みんなが	云うが、
何に	した
「兜を	割るので、
楠正成時代から	用いたようで……」
これは	わからん
建武時代の	作かも知れない」
「建武時代かも	知れないが、
機会だから	貰った
器械が	狂って
鉄だって	いきませんよ
寒月が	云ったから
ガラス球を	磨っている
何か	やる
球を	磨り上げると
「玉を	磨りあげて
わしにでも	出来る
主人にでも	出来る
事を	する
主人は	かしこまっている
結構なようだが、	立ちませんてな
昔は	がすよ」
修業と	云う
「それだから	困る
求放心と	云われた
邵康節は	ある
仏家では	云うのが
容易には	分らん」
全体	すればいいんです」
「御前は	あるかい」
事も	ありません」
「心を	置こうぞ
働に	置けば、
太刀に	置けば、
敵を	切らんと
太刀に	置けば、
われ	切られじと
構に	置けば、
心の	置きどころは
沙弥君	分ったかい」
今度も	なる
心を	置こうぞ、
太刀に	置けば……」
「伯父さん苦沙弥君は	心得ているんですよ
近頃は	しているんですから
客が	あっても
事で——御前など	やったら
「へへへ	ありませんよ
からだだもんだから、	遊んでると
閑中自から	ありでね」
粗忽だから	せんと
「ハハハハそう	なっちゃあ
久し振りで	食っちゃあ
竹葉でも	奢りましょう
電車で	行くと
結構だが、	あるから、
御前は	困る
姓名を	取り違えるのは
気を	つけんと
杉原とか	いてあるじゃありませんか」
「杉原と	書いて
事が	ある
名目読みと	云って
蚯蚓を	云う
事を	かいると
「蝦蟆を	打ち殺すと
それを	かいると
透垣を	すい
杉原を	すぎ
気を	付けないと
原へ	行くんですか
厭なら	行かんでも
一人で	行くから」
「一人で	行けますかい」
車を	雇って頂いて、
　主人は	走らせる
老人は	帰って行く
迷亭は	残る
上に	坐ったなり
伯父さんを	持って
どこへ	連れて
君	驚ろいたろう」と
「なに	驚きゃしない」
「あれで	驚かなけりゃ、
伯父さんは	あるようだ
修養を	主張する
君も	知れないぜ
時候おくれの	廻り持ちなんか気が
「君は	するが、
学問と	云う
満足は	得られやしない
そこへ	行くと
修業を	するのだから」と
事に	なって来たぜ
事を	云ってるね」
八木独仙と	云う
せんだって臥竜窟を	訪問して
「君	聞いた
聞かないのって、	説ときたら、
ものじゃないから、	たのもしいかも知れない」
贔負が	あるから
第一八木と	云う
あれも	生えていたんだ
独仙なども	振った
昔し	来て
いつまで	立っても
頼むようにして	寝かしたまでは
先生	悟ったような
毒が	まわると
台所へ	行って
「これは	あるんだから、
「君は	得ていたんだね」
好人物だから、	寝てしまったのさ
日	起きて
時分より	大分えらくなったようだよ」
「君	逢ったの
「一週間ばかり前に	来て、
「どうりで	振り舞わすと
時	感心してしまったから、
人の	云う
君は	受けるからいけない
大地震を	知ってるだろう
時	飛び降りて
当人大分説が	ある
当人に	云わせると
もので、	出来る
ものが	云って
仏とか	云って
苦沙弥先生少々	弱くなる
「この間	来た
「うん電光影裏に	きるとか
無覚禅師の	電光ときたら
先生	せき込むと
今度	ためして
向で	落ちつき払って
顛倒して	云うよ」
いたずらものに	逢っちゃ
「どっちが	分りゃしない
禅坊主だの、	悟ったのは
近所に	云う
時	落ちて
和尚泰然として	云うから、
独仙も	悟っていればいいのだが、
御蔭で	されているからな」
御蔭で	凝り固まって
前に	あるだろう、
向うから	来る
方で	留ってくれたから
時も	助けてくれたが、
腹膜炎に	なった
「むやみに	熱中するのも
独仙に	やられた
男も	そそのかされて
鰻が	天上して、
わる意地が	併発したのだから
始めは	気がつかなかったが
うちなどへ	来て
君表の	どぶへ
二三日	すると
豚なんぞが	なる
今でも	いるのかい」
自大狂で	吐いている
近頃は	云うので、
癖に	つけた
